Zip/ZCTA,2010 Population,Land-Sq-Mi,Density Per Sq Mile
57472,953,272.973,3.491187773
57342,558,160.006,3.487369224
63665,241,69.167,3.484320557
64441,178,51.095,3.483706821
58849,883,253.706,3.480406455
79039,779,223.902,3.479200722
3592,1145,329.135,3.478815684
38964,104,29.904,3.477795613
57429,94,27.067,3.472863635
87053,998,287.904,3.466433256
99169,2459,709.909,3.463824237
87539,269,77.761,3.459317653
57355,1352,390.964,3.458118906
4451,259,74.926,3.456743987
67841,339,98.072,3.456644098
58224,41,11.875,3.452631579
76261,233,67.533,3.450165104
93627,123,35.658,3.449436312
49839,479,138.882,3.448971069
96006,557,161.593,3.446931488
82243,187,54.28,3.445099484
57625,4230,1228.716,3.442618148
57233,118,34.285,3.44173837
67882,346,100.545,3.441245214
65733,217,63.106,3.438658765
98536,211,61.387,3.437209833
68976,316,91.971,3.435865653
95526,378,110.08,3.433866279
85347,716,208.788,3.429315861
84640,121,35.293,3.428441901
57450,672,196.023,3.428169143
85924,2683,782.887,3.427059077
59820,1361,397.868,3.420732504
4464,684,200.049,3.419162305
83443,1107,323.856,3.41818586
58492,481,140.813,3.415877795
97826,1085,317.692,3.415257545
58741,554,162.222,3.415073171
54896,1478,432.865,3.414459474
76680,190,55.676,3.41260148
73660,430,126.007,3.412508829
67868,198,58.199,3.402120311
79040,1839,541.408,3.396698977
97622,558,164.294,3.396350445
73667,517,152.444,3.391409304
79231,45,13.285,3.387278886
56227,223,65.852,3.386381583
87525,72,21.275,3.384253819
57317,526,155.459,3.383528776
69027,133,39.31,3.383363012
80476,194,57.463,3.376085481
58244,194,57.48,3.375086987
85342,1578,467.646,3.374347263
68942,490,145.292,3.37251879
17776,295,87.516,3.370812194
57438,1580,468.78,3.370450958
98860,259,76.849,3.370245546
88254,191,56.684,3.369557547
58775,290,86.191,3.364620436
76481,208,61.841,3.363464368
76871,784,233.239,3.361358949
68960,183,54.485,3.358722584
56725,978,291.325,3.357075431
54850,261,77.76,3.356481481
95936,352,104.932,3.354553425
67038,602,179.497,3.353816498
22743,204,60.859,3.352010385
68665,940,280.435,3.351935386
3593,313,93.385,3.351716014
86332,1637,488.493,3.351122739
68875,658,196.353,3.351107444
68878,446,133.143,3.349781814
67529,365,109.097,3.345646535
84649,760,227.221,3.344761268
73646,384,114.868,3.34296758
99922,384,114.928,3.341222331
57321,388,116.136,3.340910656
67520,415,124.256,3.33987896
67638,230,68.92,3.337202554
59065,197,59.039,3.336777384
67644,264,79.163,3.3348913
68315,129,38.719,3.331697616
69141,385,115.824,3.324008841
4961,972,292.51,3.322963317
67861,1962,590.947,3.320094695
68780,1028,309.711,3.319223405
78832,3598,1084.775,3.316816851
98355,628,189.694,3.310594958
73530,442,133.756,3.304524657
97869,1135,343.551,3.303730742
58752,223,67.508,3.3033122
32356,129,39.056,3.302949611
89003,1032,312.457,3.302854473
97039,472,143.129,3.29772443
12851,366,111.136,3.293262309
58573,674,205.02,3.287484148
67649,297,90.352,3.287143616
58552,1797,546.792,3.286441645
81324,1340,408.313,3.281796073
58561,1085,330.775,3.280175346
79533,472,144.038,3.276913037
57481,598,182.667,3.273716654
88045,3662,1118.791,3.273176134
67878,2436,745.393,3.268074693
68332,146,44.687,3.267169423
79565,295,90.341,3.265405519
67648,549,168.235,3.263292418
78125,96,29.42,3.263086336
69122,619,189.7,3.263046916
57658,446,136.953,3.256591677
81152,1434,440.688,3.254002832
68825,1024,314.849,3.252352715
38958,38,11.688,3.25119781
68773,173,53.232,3.249924857
24131,140,43.168,3.243143069
57474,197,60.793,3.240504663
69360,1361,420.142,3.239380971
59754,964,297.814,3.236919688
97820,1095,338.488,3.234974357
98834,239,73.912,3.233575062
59011,3027,936.373,3.23268612
83633,540,167.255,3.228603031
68936,243,75.32,3.226234732
67346,372,115.347,3.225051367
99689,662,205.57,3.220314248
68977,342,106.209,3.220066096
84304,40,12.427,3.218797779
95607,431,134.225,3.211026262
73838,462,143.904,3.210473649
67444,527,164.305,3.20744956
36766,25,7.798,3.205950244
69040,634,197.774,3.20567921
84773,321,100.305,3.20023927
68766,393,122.974,3.195797486
55612,518,162.157,3.194435023
81024,134,41.96,3.193517636
78116,390,122.202,3.191437129
95545,153,47.945,3.191156534
81253,410,128.626,3.187535957
79019,1707,535.901,3.18528982
67657,429,134.848,3.181359753
99032,691,217.37,3.178911533
73658,260,81.819,3.177746
57461,392,123.41,3.176403857
86053,2311,727.885,3.174952087
49910,385,121.273,3.174655529
68929,160,50.402,3.174477203
56519,300,94.721,3.167196292
57258,385,121.64,3.165077277
4441,1840,581.388,3.164840004
57468,247,78.047,3.164759696
67481,590,186.443,3.164506042
55763,554,175.116,3.163617259
74569,633,200.238,3.161238127
69210,2484,786.518,3.158223969
83113,3278,1038.021,3.157932258
95488,280,88.718,3.15606754
97490,326,103.441,3.151554993
58346,650,206.303,3.150705516
88265,243,77.14,3.150116671
76958,310,98.457,3.14858263
81039,1856,590.131,3.145064401
76936,3377,1074.151,3.143878282
67425,689,219.379,3.140683475
95735,68,21.661,3.139282582
57551,2279,726.066,3.138833109
49861,616,196.375,3.136855506
80750,412,131.367,3.136251875
79057,1206,384.86,3.133607026
85611,965,308.021,3.132903276
67737,444,141.791,3.13136941
92060,218,69.621,3.131239138
65246,101,32.262,3.130618065
79748,173,55.277,3.129692277
57632,634,202.584,3.129566007
92257,2326,744.07,3.126049968
67639,193,61.843,3.120805912
59526,2435,780.643,3.119223512
67756,2016,647.056,3.115649959
67545,215,69.061,3.113189789
84307,1375,441.707,3.112923273
84072,372,119.536,3.112033195
55712,586,188.325,3.111642108
78107,360,115.765,3.109748197
58062,174,55.956,3.109586103
84779,641,206.202,3.108602244
98814,466,149.951,3.107681843
79087,751,241.732,3.106746314
58631,1150,370.389,3.104843826
55724,741,238.91,3.101586371
58029,129,41.611,3.100141789
87728,417,134.627,3.09744702
69150,522,168.614,3.095828342
66853,429,138.921,3.088086035
58640,1344,435.242,3.087937285
78044,648,210.028,3.085302912
58357,364,118.103,3.082055494
99651,61,19.853,3.072583489
58621,1231,400.958,3.070146998
81123,805,262.292,3.069098562
80652,574,187.358,3.06365354
87711,753,245.793,3.063553478
87560,1445,471.702,3.063374758
87046,186,60.76,3.06122449
98619,457,149.305,3.060848599
56681,318,103.969,3.058604007
55717,335,109.568,3.057462033
57446,472,154.511,3.054798687
89427,746,244.289,3.053760096
67849,380,124.474,3.052846378
79046,489,160.181,3.052796524
67647,256,83.866,3.052488494
93664,585,191.716,3.051388512
96033,432,141.616,3.050502768
80836,1157,379.576,3.048137922
82633,9592,3152.441,3.042721497
57460,365,119.964,3.04257944
97865,1160,381.923,3.037261438
71674,738,243.36,3.032544379
72950,409,134.914,3.031560846
73539,218,71.925,3.030935002
99347,2293,756.825,3.029762495
69201,3738,1234.216,3.028643284
58479,192,63.43,3.026958852
57433,383,126.608,3.025085303
15832,328,108.448,3.024491
99615,12899,4267.612,3.022533445
81073,1932,640.065,3.018443439
67664,305,101.104,3.01669568
93226,282,93.607,3.012595212
85609,392,130.227,3.010128468
58069,176,58.502,3.008444156
80545,851,282.877,3.008374665
59035,227,75.468,3.007897387
79534,181,60.217,3.005795706
69217,533,177.421,3.004153961
81423,1480,493.079,3.001547419
56720,57,18.994,3.000947668
58223,212,70.684,2.999264331
59848,106,35.351,2.99850075
99134,643,214.478,2.997976482
85610,1333,444.947,2.995862429
67840,103,34.464,2.988625812
58533,945,316.241,2.988227333
98305,358,119.854,2.986967477
97873,228,76.446,2.982497449
68725,501,168.118,2.980049727
67065,228,76.56,2.978056426
66842,324,108.937,2.974196095
99119,1204,405.107,2.972054297
88415,3569,1203.28,2.966059438
68375,121,40.861,2.961258902
84630,294,99.331,2.959801069
63833,242,81.792,2.95872457
87014,654,221.17,2.957001402
82942,123,41.601,2.956659696
25936,43,14.548,2.955732747
95721,37,12.53,2.952913009
69131,561,190.278,2.948317725
98853,23,7.818,2.941928882
56517,279,94.837,2.941889769
76854,401,136.329,2.941413786
67150,12,4.08,2.941176471
12856,187,63.591,2.940667705
59832,765,260.272,2.939232803
12108,416,141.57,2.938475666
58497,326,111.057,2.935429554
99591,102,34.75,2.935251799
73744,267,90.975,2.934872218
69155,1034,352.317,2.934856961
57622,318,108.462,2.931902417
74560,635,216.588,2.931833712
95514,254,86.698,2.929710028
49762,639,218.759,2.921022678
57630,32,10.972,2.916514765
68881,73,25.044,2.914869829
59230,4490,1543.493,2.908986306
68323,315,108.361,2.906949917
58445,160,55.109,2.903337023
67751,259,89.447,2.895569443
73764,144,49.739,2.895112487
66970,97,33.51,2.894658311
73564,551,190.491,2.892525106
49768,476,164.723,2.889699678
69154,1291,447.077,2.887645752
99690,280,97.077,2.884308333
59018,602,209.023,2.88006583
85321,4435,1539.999,2.879872
73853,379,131.606,2.879807911
97343,434,150.814,2.877716923
98538,304,105.704,2.875955498
69043,549,190.97,2.874797089
67575,465,161.942,2.871398402
58043,167,58.177,2.870550217
65286,129,45.018,2.865520458
96054,366,127.741,2.865172497
83217,843,294.508,2.862401021
69347,1249,436.472,2.861581041
81430,727,254.44,2.857255149
82723,278,97.409,2.853945734
58064,450,157.73,2.852976606
58068,321,112.521,2.852800811
66960,167,58.574,2.851094342
58638,992,348.127,2.849534796
98323,702,246.377,2.849291939
79255,571,200.597,2.846503188
58035,262,92.064,2.845846368
93255,614,216.528,2.835660977
67853,860,303.434,2.834224246
29836,482,170.109,2.833477359
58348,727,256.813,2.830853578
59218,927,327.493,2.830594852
57271,247,87.301,2.829291761
57265,225,79.534,2.828978802
59333,21,7.425,2.828282828
85911,1800,636.565,2.827676671
58033,374,132.278,2.827378702
67842,427,151.086,2.826204943
76364,193,68.341,2.824073397
85536,408,144.619,2.821206066
56684,282,99.986,2.820394855
83554,638,226.341,2.818755771
87061,371,131.663,2.817799989
66955,114,40.465,2.817249475
57383,732,259.828,2.817248334
13436,108,38.337,2.817121841
57476,463,164.471,2.815085942
99901,13508,4798.54,2.815022903
58736,452,160.769,2.811487289
58756,250,88.962,2.81018862
99346,352,125.652,2.80138796
59050,1715,612.543,2.799803442
83612,1925,687.718,2.799112427
63557,291,103.978,2.798668949
87013,5200,1859.681,2.796178484
67831,1117,399.557,2.795596123
81136,261,93.368,2.795390284
59934,528,188.953,2.794345684
76370,299,107.04,2.793348281
76945,1665,596.566,2.790973673
80832,666,239.193,2.784362419
85932,364,130.89,2.780961112
84022,896,322.21,2.780795134
69120,931,335.074,2.778490721
88041,1243,447.441,2.778019895
87714,1151,414.627,2.775989021
59076,33,11.889,2.775674994
58580,455,163.982,2.774694784
58063,340,122.736,2.77017338
96040,341,123.181,2.76828407
49819,36,13.005,2.76816609
36470,98,35.408,2.767736105
96129,261,94.39,2.765123424
58016,192,69.503,2.762470685
59016,1089,394.475,2.760631219
76859,1982,718.241,2.759519437
76832,559,202.678,2.75806945
68637,267,96.844,2.757011276
73843,883,320.499,2.755078799
81624,1537,557.935,2.754801187
31821,250,90.775,2.754062242
39088,135,49.019,2.75403415
87012,261,94.869,2.751162129
81431,460,167.391,2.748056945
80720,2558,931.183,2.747043277
74543,370,134.732,2.746192441
59747,159,57.912,2.745544965
84766,147,53.589,2.743100263
99583,35,12.765,2.741872307
83555,564,205.716,2.74164382
58772,137,49.988,2.740657758
76955,133,48.53,2.740572842
93513,1763,643.461,2.739870792
99159,1375,501.946,2.739338495
82945,351,128.288,2.736031429
58351,478,174.946,2.732271672
99115,1143,418.624,2.730373796
72059,37,13.556,2.729418708
57442,1664,609.785,2.728830653
80820,806,295.551,2.727109704
79042,1169,428.96,2.725195822
58259,454,166.637,2.724484958
82321,717,263.219,2.723967495
76464,506,185.839,2.722786928
67519,193,71.196,2.710826451
28733,21,7.755,2.707930368
83255,1213,448.038,2.707359644
49775,95,35.115,2.705396554
67029,1063,393.299,2.702778293
80805,453,167.669,2.701751665
22509,31,11.477,2.701054282
34101,10,3.704,2.699784017
59313,2498,927.02,2.694655994
97065,676,250.898,2.694321995
58467,606,225.125,2.691837868
67850,335,124.48,2.691195373
57716,486,180.756,2.688707429
89832,356,132.606,2.684644737
59853,699,260.522,2.68307475
58531,307,114.532,2.680473579
80456,620,231.341,2.680026454
82432,315,117.583,2.678958693
76565,74,27.645,2.67679508
86338,743,277.891,2.673710196
58269,207,77.567,2.668660642
56722,386,144.697,2.66764342
57353,829,310.781,2.667473237
58429,357,133.863,2.666905717
88416,189,70.89,2.666102412
81527,2073,777.551,2.666063062
55450,10,3.755,2.663115846
96034,294,110.438,2.662127166
58441,389,146.168,2.661321219
56733,390,146.562,2.660989888
4780,808,303.819,2.659478176
59730,1790,673.22,2.658863373
57560,436,163.994,2.658633852
79527,251,94.412,2.658560352
79237,513,193.015,2.657824521
58480,340,128.103,2.654114267
57251,127,47.905,2.651080263
26230,124,46.802,2.649459425
59036,1505,568.251,2.648477521
80612,430,162.648,2.643746004
58250,241,91.178,2.643181469
59421,1831,693.998,2.638336134
67516,447,169.431,2.638242116
99117,485,184.438,2.62960995
79257,1067,405.787,2.629458312
80747,462,175.923,2.62614894
99348,1364,519.596,2.625116437
26291,165,62.944,2.621377733
59057,692,264.059,2.620626451
68952,172,65.637,2.620473209
57314,734,280.208,2.61948267
84781,188,71.789,2.618785608
59030,1263,483.046,2.614657817
83213,1644,629.143,2.613078426
81047,1559,597.336,2.609921384
96125,258,98.918,2.608220951
87735,90,34.521,2.607108716
69045,975,374.005,2.60691702
67417,179,68.723,2.604659284
88347,100,38.403,2.603963232
49962,260,99.881,2.603097686
59845,1186,455.767,2.602206829
84767,679,261.016,2.601373096
81120,2267,872.002,2.599764679
96074,260,100.12,2.59688374
58031,414,159.631,2.593481216
88350,368,142.046,2.590710052
58277,225,86.961,2.587366751
67573,170,65.798,2.583665157
68823,2401,929.63,2.582747975
15861,174,67.395,2.581793902
96009,569,220.423,2.581400308
81422,692,268.108,2.581049428
58472,419,162.515,2.578223549
58241,126,48.916,2.575844305
58380,442,171.688,2.574437351
58272,312,121.388,2.570270537
69038,449,174.702,2.570090783
17723,34,13.24,2.567975831
58652,987,384.698,2.565648899
69169,651,253.76,2.565416141
56734,467,182.254,2.562358028
83283,147,57.386,2.56160039
84726,961,375.168,2.561519106
99121,145,56.672,2.558582722
87510,1096,428.457,2.558016324
87731,223,87.232,2.556401321
58416,440,172.126,2.556266921
87017,429,167.89,2.555244505
69151,815,319.115,2.553938235
83834,254,99.483,2.553200044
72166,260,101.895,2.551646303
17739,32,12.543,2.55122379
58362,82,32.154,2.550227032
86444,1289,505.685,2.549017669
58046,583,228.793,2.548154882
87034,2207,866.199,2.547913355
49918,120,47.145,2.545338848
73673,319,125.396,2.543940796
79744,1362,535.588,2.54299947
73654,866,340.599,2.542579397
85533,2943,1158.204,2.541003139
67634,301,118.473,2.540663273
58413,1150,453.284,2.537040796
58710,469,184.99,2.535272177
97329,90,35.51,2.534497325
59002,165,65.197,2.530791294
58731,300,118.618,2.529127114
69036,126,49.857,2.527227872
98361,1158,458.556,2.525318609
81646,184,72.914,2.52352086
73722,427,169.422,2.520333841
97846,1891,751.741,2.515494033
84756,366,145.528,2.514979935
58718,1040,413.63,2.514324396
66936,344,136.837,2.513939943
67854,1407,560.628,2.509685567
84731,194,77.308,2.509442748
95910,86,34.274,2.50919064
81251,220,87.68,2.509124088
66942,247,98.454,2.508785829
54120,245,97.751,2.506368221
67523,373,149.028,2.502885364
67839,1416,566.247,2.5006755
79248,1493,597.142,2.500242823
78675,188,75.251,2.49830567
56350,570,229.082,2.488192001
66930,186,74.8,2.486631016
82730,1566,629.939,2.485954989
58630,502,201.991,2.485259244
86035,1802,726.634,2.479927997
24442,120,48.413,2.478673084
68735,922,371.99,2.478561252
56759,364,147.109,2.47435575
93042,56,22.639,2.473607491
89820,5358,2166.531,2.47307793
79230,158,63.899,2.472652154
59422,2643,1069.279,2.471759008
97621,320,129.47,2.471615046
56731,93,37.725,2.465208748
98560,142,57.63,2.463994447
58327,390,158.476,2.460940458
56729,140,56.9,2.460456942
63941,371,150.859,2.459250028
59482,802,326.178,2.458780175
58374,640,260.292,2.458777066
58757,909,369.73,2.458550834
72752,293,119.243,2.457167297
81138,56,22.798,2.456355821
59755,210,85.521,2.455537236
82050,401,163.691,2.449737615
67474,224,91.518,2.447605935
58415,145,59.285,2.4458126
79519,74,30.285,2.443453855
58007,119,48.713,2.442879724
82055,285,116.677,2.442640795
88252,2160,884.551,2.44191686
59837,407,166.835,2.439536069
79062,218,89.387,2.438833387
66946,126,51.681,2.43803332
79098,517,212.077,2.43779382
68828,240,98.47,2.437290545
40816,78,32.014,2.43643406
39177,136,55.873,2.434091601
73949,1278,525.238,2.433182671
87037,677,278.248,2.43308128
57538,322,132.674,2.427001523
59486,1328,547.919,2.423715914
96126,215,88.708,2.423682193
76429,258,106.548,2.421443856
12812,150,61.949,2.421346592
80728,878,362.643,2.421113878
57532,2835,1171.171,2.4206542
57217,244,100.933,2.417445236
87516,130,53.796,2.416536545
65729,36,14.923,2.412383569
80726,381,157.985,2.411621356
69365,44,18.278,2.407265565
57236,118,49.037,2.406346228
57465,371,154.2,2.405966278
56735,816,339.259,2.405242013
56661,942,392.841,2.397916714
76872,717,299.072,2.397416007
55766,43,17.966,2.393409774
57323,215,90.069,2.38705881
58750,528,221.351,2.385351772
64458,145,60.831,2.383653072
73666,180,75.571,2.38186606
4964,221,92.836,2.380542031
59262,655,275.179,2.380268843
58622,1489,625.704,2.379719484
83610,946,397.666,2.378880769
67836,147,61.832,2.377409755
57335,244,102.709,2.375643809
97839,475,200.019,2.374774396
58448,347,146.303,2.371790052
76941,1348,568.48,2.371235576
55613,205,86.48,2.370490287
85371,419,177.267,2.363666108
49970,243,102.875,2.362089915
58725,341,144.382,2.361790251
95981,97,41.091,2.360614246
56274,177,74.998,2.360062935
83272,313,132.738,2.358028598
79718,721,305.927,2.356771387
81237,82,34.837,2.353819215
58212,474,201.639,2.350735721
81146,531,225.955,2.350025448
67758,1016,432.61,2.348535633
80105,1171,498.668,2.348255753
67757,482,205.333,2.347406408
68834,226,96.32,2.346345515
13331,189,80.668,2.34293648
87515,311,132.973,2.338820663
55785,263,112.473,2.338338979
99610,2167,926.931,2.337822341
59066,701,299.98,2.336822455
59015,576,247.391,2.328298119
58456,523,224.654,2.328024429
79261,527,226.437,2.327358161
79233,180,77.419,2.325010656
55615,256,110.383,2.319197703
69149,699,301.674,2.317070745
67625,257,110.934,2.316692808
78829,1207,521.153,2.31601852
77467,57,24.631,2.314156957
80743,1074,464.372,2.312800944
81523,763,330.188,2.310804754
88349,70,30.312,2.309316442
57631,361,156.457,2.307343232
71250,220,95.464,2.304533646
77950,197,85.609,2.301159925
58009,102,44.333,2.300769179
58782,436,189.748,2.29778443
82833,225,98.092,2.293765037
80428,706,308.288,2.290066431
99138,1209,528.007,2.289742371
59464,500,218.573,2.287565253
81648,2808,1230.107,2.28272825
67954,661,289.695,2.281710074
58789,321,140.74,2.280801478
78376,554,243.642,2.273827994
83281,93,40.923,2.272560663
76950,4180,1839.902,2.271860132
80827,549,241.664,2.271749206
67018,149,65.602,2.271272217
34739,793,349.333,2.270040334
59468,571,251.995,2.265917975
57788,485,214.1,2.26529659
99125,527,233.015,2.261656975
83547,219,96.865,2.260878542
83423,860,380.467,2.260380007
78058,1256,555.755,2.259988664
57761,1210,535.653,2.258925088
85634,6490,2873.878,2.25827262
81641,3834,1698.967,2.256665374
48728,290,128.527,2.256335245
58762,246,109.144,2.2539031
81133,840,372.915,2.252524034
58216,153,67.953,2.251556223
79093,69,30.697,2.247776656
57437,1286,572.264,2.247214572
98575,228,101.468,2.247013837
99606,469,209.322,2.240567164
93623,69,30.821,2.238733331
76866,623,278.297,2.23861558
67675,217,97.167,2.233268497
87747,1624,727.461,2.232422082
57421,88,39.516,2.226946047
73835,309,138.821,2.225888014
66944,195,87.854,2.219591595
99666,189,85.213,2.217971436
84027,452,203.837,2.217458067
58721,529,238.994,2.213444689
67651,507,229.243,2.211626964
68855,417,188.834,2.208288762
99341,884,400.321,2.208227897
58647,1142,517.237,2.20788536
4765,1262,571.617,2.207771987
98304,759,343.985,2.206491562
58466,355,161.082,2.203846488
79503,175,79.43,2.203197784
58773,687,312.226,2.200329249
85320,1197,544.153,2.199748968
88316,2351,1069.308,2.198618172
58566,180,81.896,2.197909544
97733,770,350.492,2.19691177
85322,752,342.404,2.196236025
54564,387,176.526,2.192311614
93512,277,126.42,2.191109002
99550,197,90.151,2.185222571
58049,289,132.301,2.184412816
67753,530,242.679,2.183954936
88049,408,186.852,2.183546336
67731,675,309.202,2.18303892
99103,497,227.945,2.180350523
49808,352,161.618,2.177975226
58843,466,214.163,2.175912739
87524,260,119.498,2.175768632
49952,143,65.777,2.174012193
66932,157,72.287,2.171898128
79034,637,294.131,2.165701677
67572,456,210.644,2.164789882
76887,126,58.288,2.161679934
58442,478,221.178,2.161155269
83114,828,383.372,2.159782144
58455,303,140.819,2.151698279
81433,659,306.276,2.151654064
69156,699,325.138,2.149856369
89025,1400,651.404,2.149203873
88336,267,124.317,2.147735225
69146,334,155.746,2.144517355
57441,607,283.307,2.142552072
57373,437,204.025,2.141894376
67109,418,195.171,2.141711627
99840,968,452.323,2.140063627
97836,1983,926.955,2.139262424
99572,296,138.525,2.136798412
78353,433,203.021,2.132784293
97350,182,85.398,2.131197452
93287,119,55.867,2.13005889
76858,254,119.291,2.129246967
57456,862,404.883,2.129010109
57422,235,110.41,2.128430396
58483,340,159.799,2.127672889
49965,440,207.038,2.125213729
59432,104,48.957,2.124313173
56755,102,48.03,2.123672705
78591,265,124.789,2.123584611
4261,444,209.233,2.122036199
82441,250,117.902,2.120405082
83322,42,19.834,2.11757588
56653,1336,631.29,2.116301541
95558,425,200.912,2.115353986
80810,1127,533.481,2.11254009
58210,322,152.439,2.112320338
87028,145,68.662,2.111794005
66870,166,78.665,2.110214199
82712,264,125.245,2.107868578
82836,1073,509.346,2.106623003
79566,333,158.085,2.106461714
54561,35,16.633,2.104250586
59442,1789,850.233,2.104129103
59643,437,207.751,2.103479646
58788,1124,534.601,2.102502614
84714,835,397.364,2.101347883
95979,597,284.419,2.099015889
56583,168,80.139,2.096357579
99143,650,310.246,2.095111621
73758,197,94.068,2.094229706
58381,317,151.639,2.090491232
62962,82,39.254,2.088959087
57348,527,252.533,2.086855975
98819,258,123.749,2.084865332
95234,70,33.601,2.083271331
86502,1464,703.29,2.081644841
82516,496,238.289,2.08150607
96105,527,253.249,2.080955897
73544,268,128.918,2.078840814
79258,67,32.252,2.077390549
55606,272,131.086,2.074973681
59242,79,38.088,2.074144087
68719,126,60.789,2.072743424
67159,169,81.54,2.072602404
97641,1313,633.57,2.072383478
67574,252,121.713,2.070444406
80727,425,205.28,2.070342946
58716,147,71.021,2.069810338
79502,1350,652.669,2.068429786
82334,501,242.35,2.067258098
66952,499,241.407,2.067048594
81320,388,187.747,2.066610918
99830,561,271.675,2.064967332
68746,480,233.366,2.056854897
89828,268,130.323,2.056429026
99693,248,120.631,2.055856289
11973,9,4.378,2.055733212
97636,387,188.809,2.049690428
80749,341,166.383,2.049488229
76828,199,97.126,2.048884954
83271,531,259.376,2.047221023
67072,244,119.236,2.046361837
81143,672,329.496,2.039478476
82221,635,311.366,2.039400577
57579,1330,652.337,2.038823492
59247,314,154.123,2.037333818
58461,413,202.738,2.037111938
49919,242,118.821,2.036677018
76842,191,93.868,2.034772233
58646,1138,560.002,2.0321356
58330,341,168.062,2.029013102
73832,929,458.095,2.027963632
66941,242,119.357,2.027530853
12927,224,110.604,2.02524321
86320,1885,931.638,2.02331807
84735,258,127.567,2.022466625
93251,270,133.814,2.017726097
58056,191,94.689,2.017129762
59263,1349,671.374,2.009312246
99335,340,169.277,2.008542212
96039,1251,623.059,2.007835534
69343,2538,1266.227,2.004379941
58758,222,110.759,2.004351791
99549,102,50.903,2.00381117
68946,53,26.455,2.003402003
58656,366,183.002,1.999978142
58481,272,136.155,1.997723183
80812,275,137.916,1.993967342
58352,435,218.522,1.990646251
76388,203,101.983,1.990527833
95325,81,40.706,1.989878642
38945,35,17.601,1.988523379
83348,132,66.39,1.988251243
58443,200,100.595,1.988170386
73931,510,256.804,1.985950375
59028,434,218.735,1.984136055
57471,674,341.032,1.976354125
74549,76,38.486,1.974744063
95939,604,305.865,1.974727412
79011,236,119.559,1.973920826
97884,157,79.546,1.973700752
59522,1755,889.501,1.973016332
58541,364,184.958,1.96801436
55752,395,200.806,1.967072697
82327,929,472.453,1.966333159
57434,566,288.082,1.964718379
59007,113,57.57,1.962827862
67734,182,92.776,1.961714236
78618,324,165.2,1.96125908
57448,348,177.466,1.960938997
49884,552,281.509,1.960860932
79229,424,216.426,1.959099184
76885,154,78.657,1.957867704
69023,440,224.74,1.957817923
70631,962,491.754,1.956262684
87056,954,488.223,1.954025107
81025,1071,548.491,1.952630034
58642,334,171.115,1.951903691
81331,476,243.923,1.951435494
95915,44,22.563,1.950095289
88435,3559,1826.337,1.948709356
79061,316,162.251,1.947599707
79730,250,128.829,1.940556862
58420,314,162.196,1.935929369
83428,416,214.98,1.935063727
4768,400,207.457,1.928110404
59411,460,239.173,1.923294017
82844,35,18.208,1.922231986
73642,187,97.292,1.922049089
87412,966,502.599,1.922009395
99664,4932,2566.521,1.921667502
96015,465,241.978,1.9216623
10911,2,1.041,1.921229587
97835,361,188.044,1.91976346
57424,291,151.631,1.919132631
80824,207,107.91,1.918265221
78019,1855,967.026,1.918252457
99762,4038,2112.507,1.911472956
86434,1490,781.601,1.906343518
57449,146,76.675,1.904140854
59064,284,149.174,1.903817019
59735,331,173.87,1.903721171
79548,174,91.407,1.903574125
57564,995,522.71,1.90354116
99017,161,84.714,1.900512312
59639,1286,677.006,1.899540034
99359,158,83.217,1.898650516
79780,224,118.152,1.895862956
67739,258,136.162,1.89480178
58355,84,44.387,1.892445986
58490,240,126.91,1.891103932
73719,83,43.91,1.890230016
58581,258,136.516,1.889888365
58266,203,107.593,1.886739844
87036,1868,990.392,1.886121859
57345,1238,656.808,1.884873509
57543,870,461.887,1.883577585
59089,467,247.982,1.8832012
59858,1538,818.043,1.880096768
81091,812,432.039,1.879459956
78371,404,215.178,1.877515359
57568,689,367.683,1.873896808
88338,189,100.911,1.872937539
58428,271,144.798,1.871572812
83429,1048,561.821,1.865362811
49728,334,179.108,1.864796659
58632,149,80.027,1.861871618
67741,326,175.459,1.857983916
58431,132,71.134,1.855652712
97484,235,126.719,1.854496958
82649,1120,604.626,1.85238478
57766,237,127.949,1.852300526
67515,63,34.022,1.85174299
16871,46,24.916,1.846203243
58572,319,172.993,1.844005249
57322,296,160.573,1.84339833
58625,185,100.403,1.842574425
98845,128,69.546,1.84050844
67418,246,133.68,1.84021544
84733,202,109.852,1.838837709
96058,798,434.923,1.834807541
97843,647,353.235,1.831641825
79256,319,174.341,1.829747449
58385,225,123.035,1.828747917
67049,79,43.219,1.827899766
78008,345,188.77,1.827620914
59225,560,306.765,1.825501605
85605,597,327.09,1.825185729
87499,453,248.297,1.824428004
79739,963,529.368,1.819150383
79560,137,75.455,1.815651713
59338,142,78.268,1.814279143
67122,221,122.523,1.803742971
57436,384,212.955,1.803197859
76882,252,139.763,1.80305231
58238,167,92.651,1.802463006
67556,320,177.683,1.800960137
68860,324,180.061,1.799390207
58487,444,246.797,1.799049421
97812,851,473.051,1.798960366
67863,305,170.265,1.791325287
88056,233,130.091,1.791053955
58711,211,117.959,1.788757111
67623,270,151.022,1.787818993
68755,259,144.908,1.787340934
58776,298,166.963,1.784826578
49961,107,59.989,1.783660338
71651,150,84.126,1.783039726
80721,154,86.383,1.782758182
57435,247,139.218,1.774195865
82714,95,53.617,1.7718261
98859,238,134.416,1.770622545
54542,470,265.61,1.76951169
97907,560,317.192,1.765492194
